2.81377 	0.649089 	C
2.42111 	3.21747 	A
1.20476 	-4.6879 	C
3.84478 	6.39513 	A
1.85925 	1.92359 	C
-2.87345 	-2.95751 	B
-3.88544 	-5.68323 	B
2.79537 	3.02756 	A
-0.557727 	0.0617685 	A
-0.126533 	2.22395 	A
2.85502 	-4.6253 	B
2.70671 	4.90865 	C
7.26925 	4.01342 	B
-3.1416 	-2.95715 	A
-1.95417 	-2.96129 	B
0.0943476 	-2.10116 	A
1.02134 	-2.76116 	C
-3.01958 	6.5078 	C
2.57933 	1.46785 	B
-1.43417 	0.645315 	A
2.07472 	-0.368083 	B
5.02318 	-5.16806 	C
7.05629 	4.71114 	C
-3.14143 	1.31151 	C
0.24751 	2.53848 	A
5.74876 	2.80261 	C
-1.6869 	1.16637 	A
6.28089 	-1.0453 	B
2.49 	-3.80382 	A
1.4991 	3.22468 	A
2.96231 	9.73783 	C
4.54826 	0.370878 	A
0.329973 	5.09283 	B
2.07328 	-4.09564 	C
2.41962 	2.91391 	B
5.51854 	8.05862 	C
6.39952 	8.27619 	A
-2.29909 	4.82175 	B
2.84585 	3.87933 	B
0.337897 	7.29467 	C
10.972 	-5.04679 	B
3.3641 	1.81678 	C
5.52496 	3.2923 	C
1.93977 	-4.56916 	B
-1.19617 	6.72904 	C
2.56371 	2.97671 	C
1.40661 	-1.90566 	B
2.94787 	5.92618 	C
-0.103022 	2.41134 	A
0.677289 	6.23595 	C
2.83675 	-5.28905 	A
8.41297 	2.56292 	B
-2.96752 	0.775083 	C
5.8591 	3.42785 	B
2.15963 	-4.16753 	B
1.20153 	-0.31681 	C
6.01863 	1.19892 	B
2.78825 	9.96229 	B
2.92447 	-5.5635 	A
4.26427 	1.39028 	C
1.39061 	6.19299 	A
2.19784 	3.00292 	C
-3.2293 	4.13147 	B
11.7662 	3.80336 	C
-1.44609 	0.0495921 	A
3.33169 	2.7042 	B
1.55422 	2.66378 	A
1.55325 	4.29796 	B
1.48654 	3.39775 	B
8.31462 	1.68643 	C
2.9674 	0.398643 	B
1.7784 	-2.51949 	B
1.66794 	2.243 	B
0.488222 	7.3914 	C
0.551583 	4.56202 	A
5.25342 	7.63795 	B
0.690059 	-4.68429 	B
-5.18103 	0.0183578 	A
5.72386 	-3.18478 	A
-0.960448 	-0.580835 	B
7.25015 	3.48011 	B
2.21963 	1.8133 	A
1.29886 	5.06887 	B
9.4648 	2.85064 	C
-2.30996 	1.11339 	A
-2.90279 	1.30893 	B
2.61803 	2.36171 	A
6.61358 	-0.0961156 	C
2.73731 	6.82806 	A
0.732275 	-0.468049 	A
11.7322 	6.16496 	B
-6.74968 	4.71703 	C
4.94243 	2.84185 	B
-5.99324 	-3.67907 	C
5.92821 	-0.969419 	B
-0.911865 	2.80611 	A
0.582506 	9.60445 	C
3.37655 	1.29831 	C
7.54446 	6.7047 	A
-5.26684 	6.63037 	C
1.77416 	0.786598 	A
3.75924 	-0.096723 	C
4.43288 	7.14791 	C
0.419122 	9.5738 	A
-4.38217 	-3.29567 	A
4.25924 	1.45386 	B
1.86226 	-1.09896 	B
1.97897 	4.84761 	C
-2.7107 	-0.221254 	A
3.08145 	-9.74164 	B
-6.68394 	-2.784 	B
0.526901 	8.26249 	C
6.99111 	2.67417 	C
1.17646 	1.79349 	A
-1.27093 	4.67118 	A
2.8777 	-3.94433 	B
-1.29177 	10.2331 	C
1.36138 	-7.48428 	B
4.8454 	6.01793 	A
1.35375 	3.80987 	A
3.40097 	6.97568 	C
3.60077 	5.15384 	A
-0.676765 	5.96162 	B
2.80655 	5.81678 	B
-2.23076 	4.93095 	A
-0.135817 	6.50738 	A
4.10318 	1.47272 	C
3.32297 	-2.36498 	C
-1.49504 	5.06525 	B
-2.37673 	7.264 	B
4.90211 	-1.31699 	C
1.68566 	1.38125 	A
2.62875 	-0.875562 	A
2.60881 	7.5738 	C
2.24808 	3.18763 	B
7.13927 	6.65022 	B
-3.94931 	6.20955 	C
-3.63569 	3.3602 	B
0.863267 	8.66858 	C
-0.347434 	2.85343 	A
2.56254 	-0.976599 	A
11.113 	1.46239 	A
3.01506 	4.59422 	C
0.936647 	1.11038 	A
6.51254 	1.66995 	C
1.45036 	-1.34675 	A
5.02373 	7.60925 	B
5.34937 	1.21633 	A
9.54344 	1.15177 	C
-5.54967 	4.55555 	B
3.00681 	0.253826 	B
9.64481 	0.978567 	C
-0.618476 	1.21382 	B
0.663126 	-6.96921 	A
-1.16378 	-0.244497 	C
0.229494 	-0.227973 	A
0.441802 	0.381946 	A
0.406263 	5.72676 	C
-2.6678 	-0.190924 	A
-3.71824 	2.78857 	B
3.55223 	0.414627 	C
5.30702 	-7.53299 	B
-4.74634 	1.78596 	B
5.33722 	8.92063 	C
0.639882 	4.18555 	C
3.51049 	-0.57269 	B
-6.4573 	0.561145 	A
7.24781 	-3.67035 	C
-1.77935 	3.43459 	A
11.1353 	3.6174 	B
-1.46835 	-1.52999 	A
3.81752 	7.89168 	C
-0.700676 	6.76501 	C
1.58917 	5.58855 	B
1.86003 	2.74819 	B
7.80244 	2.29633 	B
-0.733882 	6.3154 	B
-1.83385 	-0.933592 	C
-1.5752 	3.22418 	A
2.2446 	0.593478 	B
-3.93185 	0.155606 	A
-3.37889 	5.57116 	A
6.05 	-2.13889 	B
-2.20857 	4.62954 	C
4.75925 	-1.12822 	C
-3.85201 	4.5236 	B
-1.70557 	3.43128 	C
1.64513 	2.97784 	C
1.1016 	6.51081 	A
1.94772 	3.20526 	B
-0.213113 	-3.9705 	A
5.14208 	4.11125 	A
-1.38312 	3.78601 	A
5.61126 	3.49006 	B
1.67515 	3.65655 	C
6.17968 	-0.856349 	A
3.39152 	1.94305 	B
-1.5866 	5.38732 	B
1.67053 	3.40685 	A
0.781344 	6.45978 	B
2.72457 	0.831753 	C
-1.63174 	-4.80727 	C
1.91793 	3.84322 	A
5.33739 	2.4217 	B
2.81555 	5.51969 	C
0.292129 	2.00236 	C
-4.56827 	2.68861 	B
1.57293 	5.99185 	C
4.32167 	-0.0285395 	C
3.66309 	3.86801 	B
2.88488 	0.264338 	B
2.73519 	7.45218 	A
1.44304 	3.7345 	B
4.53417 	12.1963 	C
-4.09666 	-3.53985 	B
0.72209 	-0.543026 	A
4.84886 	5.30206 	B
8.58788 	6.524 	B
0.27534 	-0.532531 	B
-7.50428 	-0.172532 	B
0.812638 	-0.499107 	B
-2.97629 	0.409229 	B
-2.91199 	0.138636 	A
-1.39561 	2.90619 	C
6.06629 	-4.2763 	B
8.18362 	11.4133 	B
-3.61658 	-1.03675 	B
-0.00275662 	-2.119 	C
-8.90173 	2.59415 	C
5.43299 	3.25019 	A
4.00984 	4.29165 	C
4.44463 	-5.85923 	B
2.99423 	6.20721 	C
1.93574 	2.08437 	C
2.09422 	6.72046 	B
8.09056 	1.60699 	B
5.87699 	5.57813 	B
5.43765 	0.852378 	B
2.85356 	2.88959 	B
1.783 	7.09079 	A
9.15851 	4.43764 	B
4.48122 	0.935522 	A
1.71007 	3.6239 	A
-1.10086 	2.19923 	A
1.17716 	2.06439 	C
-6.14305 	-0.256266 	C
0.11245 	-0.102429 	A
-1.59563 	-0.429393 	A
7.80776 	4.91719 	C
5.99737 	-2.20677 	A
6.39678 	2.20651 	B
-1.70334 	4.01108 	C
5.10743 	7.04246 	B
-8.71588 	-0.931124 	B
0.0752253 	2.90361 	C
1.74572 	0.656424 	B
1.60485 	-8.49566 	C
8.31759 	7.11746 	B
0.8061 	4.09697 	B
-4.43132 	1.1564 	B
0.208352 	3.51114 	A
1.95857 	1.48519 	B
-0.591171 	-0.124509 	A
9.97938 	-3.4363 	B
1.95886 	6.70752 	A
-3.09364 	6.63416 	B
5.17147 	3.34878 	C
0.211729 	7.40147 	B
0.192638 	-1.40883 	A
1.9101 	10.3422 	C
